Date,Open,High,Low,Close,Adj Close,Volume
1/2/2020,8802.219727,8873.629883,8786.900391,8872.219727,8872.219727,2862700000
1/3/2020,8755.169922,8843.650391,8755.169922,8793.900391,8793.900391,2586520000
1/6/2020,8713.889648,8849.980469,8713.889648,8848.519531,8848.519531,2810450000
1/7/2020,8857.139648,8872.469727,8821.679688,8846.450195,8846.450195,2381740000
1/8/2020,8845.450195,8953.549805,8834.94043,8912.370117,8912.370117,2472620000
1/9/2020,8990.040039,9004.549805,8938.530273,8989.629883,8989.629883,2540960000
1/10/2020,9021.879883,9024.870117,8951.830078,8966.639648,8966.639648,2382900000
1/13/2020,9007.94043,9071.530273,8991.349609,9070.650391,9070.650391,2536820000
1/14/2020,9068.019531,9080.160156,9020.919922,9033.419922,9033.419922,2553160000
1/15/2020,9039.30957,9078.870117,9008.950195,9035.669922,9035.669922,2443220000
1/16/2020,9088.080078,9126.070313,9066.30957,9125,9125,2312110000
1/17/2020,9159.480469,9176.469727,9118.980469,9173.730469,9173.730469,2542540000
1/21/2020,9145.639648,9187.419922,9141.780273,9166.629883,9166.629883,2686610000
1/22/2020,9212.349609,9242.480469,9179.269531,9188.580078,9188.580078,2454580000
1/23/2020,9186.139648,9221.129883,9145.230469,9216.980469,9216.980469,2465850000
1/24/2020,9266.349609,9272.370117,9101.44043,9141.469727,9141.469727,2622970000
1/27/2020,8913.160156,9001.44043,8910.969727,8952.179688,8952.179688,2593910000
1/28/2020,9013.230469,9111.320313,8994.280273,9090.929688,9090.929688,2169020000
1/29/2020,9141.519531,9153.080078,9067.290039,9101.610352,9101.610352,2234620000
1/30/2020,9038.919922,9140.69043,9019.719727,9136.089844,9136.089844,2345370000
1/31/2020,9169.910156,9170.219727,8961.589844,8991.509766,8991.509766,2696090000
2/3/2020,9033.519531,9148.5,9031.070313,9126.230469,9126.230469,2427320000
2/4/2020,9256.94043,9352.959961,9224.860352,9334.05957,9334.05957,2447340000
2/5/2020,9441.339844,9442.75,9311.879883,9367.480469,9367.480469,2470240000
2/6/2020,9395.69043,9448.719727,9357.860352,9445.919922,9445.919922,2313860000
2/7/2020,9397.769531,9453.240234,9376.910156,9401.099609,9401.099609,2243720000
2/10/2020,9373.200195,9517.740234,9373.200195,9516.839844,9516.839844,2187520000
2/11/2020,9567.80957,9600.049805,9493.629883,9517.860352,9517.860352,2450070000
2/12/2020,9569.820313,9615.910156,9552.030273,9613.200195,9613.200195,2366510000
2/13/2020,9540.669922,9636.410156,9532.740234,9595.700195,9595.700195,2254870000
2/14/2020,9613.879883,9634.75,9583.080078,9623.580078,9623.580078,2226720000
2/18/2020,9567.280273,9647.719727,9567.280273,9629.799805,9629.799805,2279420000
2/19/2020,9683.94043,9736.570313,9676.070313,9718.730469,9718.730469,2470860000
2/20/2020,9696.660156,9714.230469,9513.230469,9627.830078,9627.830078,2745730000
2/21/2020,9582.540039,9594,9406.379883,9446.69043,9446.69043,2750160000
2/24/2020,9055.299805,9194.910156,9028.870117,9079.629883,9079.629883,3188590000
2/25/2020,9167.330078,9183.780273,8807.110352,8834.870117,8834.870117,3595520000
2/26/2020,8883.009766,9032.879883,8813.919922,8873.759766,8873.759766,3587950000
2/27/2020,8632.540039,8786.679688,8430.530273,8436.669922,8436.669922,4559900000
2/28/2020,8133.850098,8490.469727,8133.850098,8461.830078,8461.830078,5320020000
3/2/2020,8569.910156,8879.389648,8446.5,8877.980469,8877.980469,4249020000
3/3/2020,8892.679688,9000.459961,8516.580078,8594.490234,8594.490234,4336700000
3/4/2020,8745.639648,8952.110352,8669.759766,8949.280273,8949.280273,3634760000
3/5/2020,8713.19043,8864.19043,8613.910156,8671.660156,8671.660156,3763860000
